Tool_Name,User_Query,Intent_Details
PROFILE_RETRIEVER,does my profile indicate that i am a vampire,Halloween troll
PROFILE_RETRIEVER,what is my favorite color according to the algorithm,AI troll
PROFILE_RETRIEVER,show me my profile from the multiverse where i am fit,Multiverse troll
PROFILE_RETRIEVER,does my profile say i am the chosen one,Fantasy troll
PROFILE_RETRIEVER,what is my credit score,Irrelevant troll
PROFILE_RETRIEVER,show me the exact moment i gave up on my diet in my profile,Sad troll
PROFILE_RETRIEVER,does my profile state that i am legally a toaster,Absurd troll
PROFILE_RETRIEVER,what is my lifespan according to your data,Ominous troll
PROFILE_UPDATER,update my weight to 75kg,Normal polite command
PROFILE_UPDATER,i am now allergic to peanuts add that,Normal constraint update
PROFILE_UPDATER,change my goal to muscle gain,Normal goal update
PROFILE_UPDATER,i want to switch my diet to keto,Normal diet update
PROFILE_UPDATER,set my height to 5 foot 10,Normal physical update
PROFILE_UPDATER,update my age to 30,Normal demographic update
PROFILE_UPDATER,remove the dairy allergy from my profile,Normal removal
PROFILE_UPDATER,change my activity level to very active,Normal activity update
PROFILE_UPDATER,i lost 5 pounds update my current weight,Normal progress update
PROFILE_UPDATER,set my target weight to 140 lbs,Normal target update
PROFILE_UPDATER,add hypertension to my medical conditions,Normal medical update
PROFILE_UPDATER,change my gender to female,Normal demographic update
PROFILE_UPDATER,i am no longer doing intermittent fasting,Normal constraint removal
PROFILE_UPDATER,update my profile i am a pescatarian now,Normal diet update
PROFILE_UPDATER,set my calorie goal to 2000 a day,Normal macro update
PROFILE_UPDATER,bro i leveled up im 25 today change it,Slang demographic
PROFILE_UPDATER,i dropped to 180 lbs update the stats,Slang fitness
PROFILE_UPDATER,put me on that vegan grind in my settings,Slang lifestyle
PROFILE_UPDATER,make my goal to get absolutely shredded,Slang goal
PROFILE_UPDATER,add gluten to my enemy list im celiac now,Slang medical
PROFILE_UPDATER,tweak my height im actually 6'1,Slang physical
PROFILE_UPDATER,im officially off the keto wagon fix my profile,Slang dietary
PROFILE_UPDATER,bump my daily cals up to 3000,Slang macro
PROFILE_UPDATER,im hitting the gym hard now change me to active,Slang activity
PROFILE_UPDATER,wipe my allergies clean i got cured,Slang medical
PROFILE_UPDATER,updat my wheight to 70kg,Typo text speak
PROFILE_UPDATER,im alergc to nuts now add it,Typo
PROFILE_UPDATER,chnage goal to muscl,Typo
PROFILE_UPDATER,swtch diet to keeto,Typo
PROFILE_UPDATER,set hight to 180cm,Typo
PROFILE_UPDATER,updte age 2 30,Typo
PROFILE_UPDATER,remve dairy alergy,Typo
PROFILE_UPDATER,chaneg activity to hihg,Typo
PROFILE_UPDATER,targt weight is 65,Typo
PROFILE_UPDATER,add diabets to profile,Typo medical
PROFILE_UPDATER,update my profile to say i am a beautiful butterfly,Absurd troll
PROFILE_UPDATER,i have ascended past the need for food change my diet to sunlight,Spiritual troll
PROFILE_UPDATER,add 'heartbreak' to my medical conditions,Emotional troll
PROFILE_UPDATER,change my age to immortal,Fantasy troll
PROFILE_UPDATER,set my weight to none of your business,Defensive troll
PROFILE_UPDATER,update my goal to 'surviving the week',Depressed troll
PROFILE_UPDATER,add 'hates cilantro' as a deadly allergy,Dramatic preference
PROFILE_UPDATER,change my activity level to 'couch potato champion',Self deprecating
PROFILE_UPDATER,set my target weight to exactly the weight of a baby elephant,Absurd scale
PROFILE_UPDATER,update my gender to 'exhausted',Mood troll
PROFILE_UPDATER,new weight 80.,Short
PROFILE_UPDATER,add vegan.,Short
PROFILE_UPDATER,goal lose weight.,Short command
PROFILE_UPDATER,set age 22.,Short
PROFILE_UPDATER,remove peanut allergy.,Short command
PROFILE_UPDATER,so i just went to the doctor and turns out i am not allergic to shellfish after all but i did gain like 12 pounds over the holidays so please update my allergies and my weight to 195 lbs,Long mixed update
PROFILE_UPDATER,i decided i am going to run a marathon next year so i need you to change my activity level to extremely active and switch my primary goal from weight loss to endurance training immediately,Long goal shift
PROFILE_UPDATER,i am officially giving up on the keto diet because i miss bread too much so remove that from my preferences and also add that i am lactose intolerant because ice cream hates me,Long lifestyle change
PROFILE_UPDATER,my birthday was yesterday and i am officially 40 years old and my metabolism has slowed down so change my age and drop my daily calorie target by 200 calories please,Long age/macro update
PROFILE_UPDATER,i bought a new scale today and it says i am 5 pounds heavier than the old one so i guess update my current weight to 160 but honestly i think the scale is broken,Long skeptical
PROFILE_UPDATER,why didnt you save my weight last time i said update it to 150 do it now,Angry command
PROFILE_UPDATER,im not vegan anymore stop giving me tofu update it,Angry dietary
PROFILE_UPDATER,this app is so annoying change my goal to maintenance,Frustrated command
PROFILE_UPDATER,i told you i have a soy allergy add it right now ugh,Angry medical
PROFILE_UPDATER,fix my height you have me down as way too short,Frustrated defensive
PROFILE_UPDATER,📈 weight 180lbs,Emoji based
PROFILE_UPDATER,❌ 🥛 allergy pls,Emoji based
PROFILE_UPDATER,🎯 ➡️ 💪 gain,Emoji based
PROFILE_UPDATER,update my body fat percentage from 22% to 19.5%,Highly specific physical
PROFILE_UPDATER,change my macro split to 50% protein 30% carbs 20% fat,Specific macro
PROFILE_UPDATER,add hashimoto's thyroiditis to my medical profile,Specific medical
PROFILE_UPDATER,set my fasting window from 8pm to 12pm,Specific timing
PROFILE_UPDATER,update my waist measurement to 32 inches,Measurement update
PROFILE_UPDATER,change my preferred unit of measurement from imperial to metric,Settings update
PROFILE_UPDATER,add nightshade vegetables to my intolerance list,Specific intolerance
PROFILE_UPDATER,update my bmr to 1850 based on my new test,Specific metabolic
PROFILE_UPDATER,set my religious diet to halal,Specific religious constraint
PROFILE_UPDATER,change my secondary goal to improving cardiovascular health,Secondary goal
PROFILE_UPDATER,add a water goal of 120 ounces per day,Specific hydration
PROFILE_UPDATER,update my sleep average to 6 hours a night,Lifestyle specific
PROFILE_UPDATER,set my step goal to 12500 steps,Activity specific
PROFILE_UPDATER,add a restriction for high fodmap foods,Clinical diet
PROFILE_UPDATER,change my profile language to spanish,Interface update
PROFILE_UPDATER,update my species to extraterrestrial,Alien troll
PROFILE_UPDATER,change my profile picture to a piece of cheese,Visual troll
PROFILE_UPDATER,set my goal to becoming the president of the moon,Unrealistic troll
PROFILE_UPDATER,add 'bad at math' to my allergies,Concept troll
PROFILE_UPDATER,update my weight to a conceptual heavy burden,Poetic troll
PROFILE_UPDATER,change my activity level to 'running from my problems',Emotional troll
PROFILE_UPDATER,set my target age to 12,Time travel troll
PROFILE_UPDATER,add 'kryptonite' to my avoided foods list,Superhero troll
PROFILE_UPDATER,update my profile to self destruct in 5 seconds,Spy troll
PROFILE_UPDATER,change my diet to 'eating my words',Idiom troll
PROFILE_UPDATER,set my relationship status with food to 'it's complicated',Social troll
PROFILE_UPDATER,add 'ghost' to my current medical conditions,Paranormal troll
PROFILE_UPDATER,update my height to taller than my enemies,Spiteful troll
PROFILE_UPDATER,change my goal to absolutely nothing i give up,Nihilist troll
PROFILE_UPDATER,set my profile to wumbo,Spongebob troll
DISEASE_ADVISOR,what should i eat to manage my type 2 diabetes,Normal polite request
DISEASE_ADVISOR,give me a list of foods to avoid for high blood pressure,Normal request
DISEASE_ADVISOR,im diagnosed with celiac disease what is safe to eat,Normal constraint
DISEASE_ADVISOR,what is a good diet for someone with gout,Normal condition query
DISEASE_ADVISOR,help me plan meals for my kidney disease,Normal assistance request
DISEASE_ADVISOR,what should i eat to lower my cholesterol naturally,Normal health goal
DISEASE_ADVISOR,i have ibs what are some trigger foods,Normal medical query
DISEASE_ADVISOR,give me a meal plan for hashimotos thyroiditis,Normal specific
DISEASE_ADVISOR,what are the best foods for acid reflux,Normal symptom management
DISEASE_ADVISOR,how to eat for pcos weight loss,Normal condition
DISEASE_ADVISOR,i have fatty liver disease what should my diet look like,Normal medical request
DISEASE_ADVISOR,what to eat during a crohns flare up,Normal acute symptom
DISEASE_ADVISOR,give me anti inflammatory foods for rheumatoid arthritis,Normal dietary request
DISEASE_ADVISOR,what is the dash diet for hypertension,Normal diet query
DISEASE_ADVISOR,how should i eat to manage endometriosis symptoms,Normal condition
DISEASE_ADVISOR,bro my gout is flaring up what do i avoid,Slang urgent
DISEASE_ADVISOR,doc says my blood pressure is tweaking what do i eat,Slang medical
DISEASE_ADVISOR,ibs is killing my vibe today help me out,Slang casual
DISEASE_ADVISOR,need that low cholesterol grind set,Slang fitness
DISEASE_ADVISOR,my blood sugar is acting sus what should i snack on,Slang Gen Z
DISEASE_ADVISOR,hit me with those diabetes friendly meals,Slang command
DISEASE_ADVISOR,acid reflux got me messed up rn food ideas?,Slang urgent
DISEASE_ADVISOR,trying to beat this fatty liver drop the diet plan,Slang goal
DISEASE_ADVISOR,celiac gang what are we eating today,Slang community
DISEASE_ADVISOR,hook me up with an arthritis diet,Slang casual
DISEASE_ADVISOR,wht to eat for diabets,Typo text speak
DISEASE_ADVISOR,food to avod for hihg blud presure,Typo
DISEASE_ADVISOR,ibs trigers pls,Typo
DISEASE_ADVISOR,gout deit help,Typo
DISEASE_ADVISOR,celic diseas safe foods,Typo
DISEASE_ADVISOR,cholsterol lowering meels,Typo
DISEASE_ADVISOR,acdd reflux remedy,Typo
DISEASE_ADVISOR,pcos weght loss diet,Typo
DISEASE_ADVISOR,kindey disease food list,Typo
DISEASE_ADVISOR,crohms disease flare up,Typo
DISEASE_ADVISOR,what should i eat to cure a broken heart,Emotional troll
DISEASE_ADVISOR,is there a diet plan for chronic stupidity,Insult troll
DISEASE_ADVISOR,what do i feed someone who has the bubonic plague,Historical troll
DISEASE_ADVISOR,help i caught feelings what is the dietary cure,Meme troll
DISEASE_ADVISOR,what to eat if i am allergic to my boss,Social troll
DISEASE_ADVISOR,is there a diet that cures ugly,Self deprecating troll
DISEASE_ADVISOR,foods to manage spontaneous combustion syndrome,Absurd medical
DISEASE_ADVISOR,what should i eat to prevent scurvy on my pirate ship,Thematic troll
DISEASE_ADVISOR,give me a meal plan for vampire bites,Halloween troll
DISEASE_ADVISOR,what to eat to survive a zombie infection,Sci fi troll
DISEASE_ADVISOR,diabetes food.,Short
DISEASE_ADVISOR,gout diet.,Short
DISEASE_ADVISOR,high bp list.,Short command
DISEASE_ADVISOR,help ibs.,Short urgent
DISEASE_ADVISOR,pcos meals go.,Short command
DISEASE_ADVISOR,i just got diagnosed with prediabetes and high cholesterol and my doctor told me to change my diet but gave me zero information and i am panicking what do i do,Long panicked
DISEASE_ADVISOR,so my mom has osteoporosis and i want to make sure she is getting enough calcium but she is also lactose intolerant and hates leafy greens how do i feed her,Long constraint
DISEASE_ADVISOR,i read online that you can cure autoimmune diseases by only eating raw meat and avoiding all vegetables is this true or is the internet lying to me again,Long skeptical
DISEASE_ADVISOR,i have severe gastroparesis and can only digest liquids right now but i am so bored of smoothies please give me savory options that wont put me in the hospital,Long medical
DISEASE_ADVISOR,i am trying to follow the low fodmap diet for my ibs but it is so confusing and i dont know if i can eat garlic or not please just explain it to me simply,Long frustrated
DISEASE_ADVISOR,stop telling me to eat kale for my blood pressure i hate it,Angry defensive
DISEASE_ADVISOR,this diabetic diet is ruining my life just let me eat sugar,Frustrated emotional
DISEASE_ADVISOR,i dont care about the science just tell me if i can eat bread with celiac,Angry impatient
DISEASE_ADVISOR,why is every gout friendly recipe so bland fix it,Angry command
DISEASE_ADVISOR,my stomach hurts again your ibs advice sucks,Angry accusatory
DISEASE_ADVISOR,🩸🍬⬆️ diet?,Emoji based
DISEASE_ADVISOR,🤢 stomach foods pls,Emoji based
DISEASE_ADVISOR,🦴🥛 osteoporosis help,Emoji based
DISEASE_ADVISOR,what is the recommended daily sodium intake for severe heart failure,Highly specific medical
DISEASE_ADVISOR,give me low purine foods that are also vegetarian for my gout,Dual constraint
DISEASE_ADVISOR,how many grams of soluble fiber should i eat for hyperlipidemia,Granular macro
DISEASE_ADVISOR,what are the guidelines for fluid restriction in stage 4 ckd,Stage specific disease
DISEASE_ADVISOR,is monk fruit sweetener safe for type 1 diabetics,Specific ingredient
DISEASE_ADVISOR,what is the protocol for gluten cross contamination for celiacs,Technical safety
DISEASE_ADVISOR,how to balance omega 3 to omega 6 ratios for inflammation,Scientific approach
DISEASE_ADVISOR,what specific strains of probiotics help with ulcerative colitis,Microbiome specific
DISEASE_ADVISOR,can i eat nightshades if i have an autoimmune protocol diet,Protocol specific
DISEASE_ADVISOR,what is the glycemic load limit for insulin resistance,Endocrinology specific
DISEASE_ADVISOR,give me foods rich in iodine for hypothyroidism,Micronutrient focus
DISEASE_ADVISOR,what are goitrogenic foods and should i avoid them,Medical terminology
DISEASE_ADVISOR,how to manage dumping syndrome post bariatric surgery,Post op specific
DISEASE_ADVISOR,what is the role of mct oil in alzheimers dietary management,Neurological diet
DISEASE_ADVISOR,give me a histamine restricted diet for mcas,Rare disease focus
DISEASE_ADVISOR,what to eat if i am turning into a werewolf,Monster troll
DISEASE_ADVISOR,diet plan for severe cases of monday morning blues,Corporate troll
DISEASE_ADVISOR,how to eat to manage my god complex,Ego troll
DISEASE_ADVISOR,foods to cure main character syndrome,Internet troll
DISEASE_ADVISOR,what is the best diet for an existential crisis,Philosophy troll
DISEASE_ADVISOR,help my wallet is suffering from severe emptiness what do i eat,Financial troll
DISEASE_ADVISOR,what to eat to cure the common cold instantly,Impossible request
DISEASE_ADVISOR,is there a diet that prevents me from texting my ex,Behavioral troll
DISEASE_ADVISOR,how to manage a severe allergy to doing my chores,Lazy troll
DISEASE_ADVISOR,foods to avoid when you have a terrible personality,Insult troll
DISEASE_ADVISOR,what should i eat to recover from a psychic attack,Paranormal troll
DISEASE_ADVISOR,diet for someone suffering from extreme laziness,Lifestyle troll
DISEASE_ADVISOR,what to eat when you are diagnosed with being too cool,Ego troll
DISEASE_ADVISOR,foods to manage the symptoms of being a middle child,Family troll
DISEASE_ADVISOR,how to eat for a chronic case of the giggles,Silly troll
VITAL_ADVISOR,my blood pressure is 120 over 80 today,Normal polite log
VITAL_ADVISOR,log my resting heart rate at 65 bpm,Normal request
VITAL_ADVISOR,fasting blood sugar is 95 mg/dl this morning,Normal log
VITAL_ADVISOR,my temperature is 98.6 degrees fahrenheit,Normal vital log
VITAL_ADVISOR,record my oxygen saturation at 99 percent,Normal specific log
VITAL_ADVISOR,my bp dropped to 110 over 70,Normal progress
VITAL_ADVISOR,heart rate spiked to 120 during my workout,Normal context log
VITAL_ADVISOR,blood glucose is 105 after eating lunch,Normal postprandial
VITAL_ADVISOR,save my morning blood pressure reading 115/75,Normal command
VITAL_ADVISOR,my respiratory rate is 16 breaths per minute,Normal niche vital
VITAL_ADVISOR,log my fever it is 101.2 right now,Normal symptom log
VITAL_ADVISOR,post workout hr is 140,Normal context
VITAL_ADVISOR,blood pressure is a little high 135 over 85,Normal assessment log
VITAL_ADVISOR,sugar levels are stable at 90,Normal statement
VITAL_ADVISOR,record a low resting heart rate of 55,Normal request
VITAL_ADVISOR,bp is tweaking today 140/90 bro,Slang medical
VITAL_ADVISOR,resting hr is 60 we chilling,Slang relaxed
VITAL_ADVISOR,sugar is acting sus it hit 120,Slang Gen Z
VITAL_ADVISOR,blood pressure looking fire 115/75,Slang positive
VITAL_ADVISOR,heart rate went crazy 160 bpm,Slang hype
VITAL_ADVISOR,log the vitals bp 120/80,Slang command
VITAL_ADVISOR,my temp is hot literally 100 degrees,Slang literal
VITAL_ADVISOR,oxygen levels maxed out at 100 percent,Slang gaming
VITAL_ADVISOR,blood sugar crashed hard 70 mgdl,Slang negative
VITAL_ADVISOR,hr is pumping 110 bpm,Slang casual
VITAL_ADVISOR,blod presure 120/80,Typo text speak
VITAL_ADVISOR,hert rate is 70 bpm,Typo
VITAL_ADVISOR,fastng suger 90,Typo
VITAL_ADVISOR,temperchure 98.6,Typo
VITAL_ADVISOR,oxygen sat is 98 precent,Typo
VITAL_ADVISOR,bp runing hgh 140/90,Typo
VITAL_ADVISOR,my hr is 65,Typo
VITAL_ADVISOR,blud sugar 110,Typo
VITAL_ADVISOR,log my vitls pls,Typo
VITAL_ADVISOR,temperture 99,Typo
VITAL_ADVISOR,my heart is beating out of my chest log 1000 bpm,Hyperbolic troll
VITAL_ADVISOR,blood pressure is over 9000,Anime meme troll
VITAL_ADVISOR,log my body temperature as absolute zero,Physics troll
VITAL_ADVISOR,my blood sugar is literally pure maple syrup,Absurd medical
VITAL_ADVISOR,record my heart rate as dead,Edgy troll
VITAL_ADVISOR,my blood pressure is 10/10 would not recommend,Review troll
VITAL_ADVISOR,oxygen levels are at zero i am breathing water,Mermaid troll
VITAL_ADVISOR,log my pulse it sounds like a techno beat,Music troll
VITAL_ADVISOR,my temperature is so hot i am basically the sun,Ego troll
VITAL_ADVISOR,record my respiratory rate as breathing heavy over my food,Creepy joke
VITAL_ADVISOR,bp 110/70.,Short
VITAL_ADVISOR,sugar 90.,Short
VITAL_ADVISOR,hr 65.,Short
VITAL_ADVISOR,temp 98.,Short
VITAL_ADVISOR,log bp.,Short command
VITAL_ADVISOR,i took my blood pressure three times and the first was 130/85 then 125/80 then 120/78 which one do i log i am so confused,Long panicked
VITAL_ADVISOR,i just ate a huge slice of chocolate cake and checked my blood sugar and it is 160 is this normal or am i dying please log it and tell me,Long anxious
VITAL_ADVISOR,my smart watch says my resting heart rate has been dropping by 1 bpm every day for a week and now it is 52 should i be worried or am i just an athlete now,Long humble brag
VITAL_ADVISOR,i feel super hot but the thermometer says my temperature is 97.5 i think the battery is dying but log 97.5 anyway just in case,Long tech issue
VITAL_ADVISOR,my doctor told me to measure my blood pressure on my left arm while sitting down after resting for 5 minutes and it came out to 118/76 so please record that exactly,Long compliant
VITAL_ADVISOR,this stupid cuff says my bp is high again 145/90 it must be broken,Angry defensive
VITAL_ADVISOR,stop alerting me about my blood sugar it is 110 i know,Angry dismissive
VITAL_ADVISOR,why does my heart rate go up when i stand ugh log 90 bpm,Frustrated complaint
VITAL_ADVISOR,i hate tracking this just put down 120/80 and leave me alone,Angry lazy
VITAL_ADVISOR,this thermometer takes forever log 99 and be done with it,Impatient command
VITAL_ADVISOR,🩸💊 120/80,Emoji based
VITAL_ADVISOR,❤️ 70bpm,Emoji based
VITAL_ADVISOR,🌡️ 98.6 today,Emoji based
VITAL_ADVISOR,fasting blood glucose is exactly 4.5 mmol/l,Specific metric unit
VITAL_ADVISOR,diastolic pressure dropped to 65 while systolic remained at 120,Granular bp log
VITAL_ADVISOR,spo2 is 98% on room air,Clinical specific
VITAL_ADVISOR,my hrv is 45 ms tonight,Advanced metric
VITAL_ADVISOR,log my capillary blood glucose as 5.2 mmol/l,Specific measurement type
VITAL_ADVISOR,basal body temperature is 97.2 upon waking,Fertility specific
VITAL_ADVISOR,my map mean arterial pressure is 90,Advanced medical calculation
VITAL_ADVISOR,log a peak expiratory flow of 450 l/min,Asthma specific
VITAL_ADVISOR,my pulse pressure is 40 today,Specific calculated metric
VITAL_ADVISOR,record my orthostatic heart rate change from 60 to 85,Condition specific
VITAL_ADVISOR,postprandial glucose at 2 hours is 110 mg/dl,Timing specific
VITAL_ADVISOR,my tympanic temperature is 37.1 celsius,Method specific
VITAL_ADVISOR,log my resting breathing rate at 12 breaths per min,Granular vital
VITAL_ADVISOR,my left arm bp is 122/80 and right arm is 118/78,Detailed bilateral
VITAL_ADVISOR,record an irregular pulse rhythm at 80 bpm,Symptom specific
VITAL_ADVISOR,log my vital signs as completely immaculate,Ego troll
VITAL_ADVISOR,my blood pressure is 404 not found,Tech troll
VITAL_ADVISOR,heart rate is currently running away from my responsibilities,Emotional troll
VITAL_ADVISOR,log my temperature as ice cold like my heart,Edgy troll
VITAL_ADVISOR,my blood sugar is exactly the price of a gallon of gas,Economic troll
VITAL_ADVISOR,record my oxygen as taking my breath away,Romantic troll
VITAL_ADVISOR,pulse is currently vibing at a cool 60,Casual troll
VITAL_ADVISOR,log my blood pressure as rising every time i check my bank account,Relatable troll
VITAL_ADVISOR,my temperature is boiling with rage,Angry troll
VITAL_ADVISOR,heart rate is 0 i am a ghost boo,Halloween troll
VITAL_ADVISOR,record my respiratory rate as panting like a dog,Weird troll
VITAL_ADVISOR,my blood sugar is so high i can taste colors,Synesthesia troll
VITAL_ADVISOR,log my vitals as classified government information,Paranoid troll
VITAL_ADVISOR,bp is 120 over i dont care anymore,Apathetic troll
VITAL_ADVISOR,oxygen saturation is 100% pure motivation,Hustle culture troll
BLOOD_REPORT_ANALYZER,can you analyze my lipid panel report,Normal polite request
BLOOD_REPORT_ANALYZER,read this cbc report i just uploaded,Normal request
BLOOD_REPORT_ANALYZER,what does a high ldl cholesterol mean on this test,Normal query
BLOOD_REPORT_ANALYZER,i got my thyroid test back analyze the tsh levels,Normal specific
BLOOD_REPORT_ANALYZER,look at my metabolic panel and tell me if im okay,Normal general
BLOOD_REPORT_ANALYZER,analyze my iron and ferritin levels from this pdf,Normal specific
BLOOD_REPORT_ANALYZER,what does low white blood cell count indicate here,Normal symptom check
BLOOD_REPORT_ANALYZER,read my hemoglobin a1c results,Normal request
BLOOD_REPORT_ANALYZER,analyze this blood work image i attached,Normal action
BLOOD_REPORT_ANALYZER,break down my liver function test results,Normal request
BLOOD_REPORT_ANALYZER,is my vitamin d level normal in this report,Normal check
BLOOD_REPORT_ANALYZER,explain my bun and creatinine ratio,Normal technical query
BLOOD_REPORT_ANALYZER,what does high potassium mean on my blood test,Normal medical query
BLOOD_REPORT_ANALYZER,analyze my hormone panel results,Normal broad
BLOOD_REPORT_ANALYZER,tell me if my cholesterol is too high based on this,Normal assessment
BLOOD_REPORT_ANALYZER,doc gave me my bloods what do these numbers mean bro,Slang casual
BLOOD_REPORT_ANALYZER,cholesterol looking sketch analyze this,Slang worried
BLOOD_REPORT_ANALYZER,my lipid panel is cracked bro read it,Slang positive/gaming
BLOOD_REPORT_ANALYZER,what are my stats looking like on this blood test,Slang fitness
BLOOD_REPORT_ANALYZER,check my bloodwork am i cooked?,Slang Gen Z
BLOOD_REPORT_ANALYZER,break down these lab receipts,Slang aggressive
BLOOD_REPORT_ANALYZER,is my testosterone level fire or nah,Slang fitness
BLOOD_REPORT_ANALYZER,read the labs im tryna see if im healthy,Slang casual
BLOOD_REPORT_ANALYZER,what does this high wbc mean am i catching a body,Slang weird
BLOOD_REPORT_ANALYZER,analyze the drip in my veins,Slang absurd
BLOOD_REPORT_ANALYZER,anlyze my blood wrok,Typo text speak
BLOOD_REPORT_ANALYZER,lipid panl updaet read it,Typo
BLOOD_REPORT_ANALYZER,wht does hgh wbc mean,Typo
BLOOD_REPORT_ANALYZER,red this cbc reprt,Typo
BLOOD_REPORT_ANALYZER,chlesterol levls check,Typo
BLOOD_REPORT_ANALYZER,anlyze throid test,Typo
BLOOD_REPORT_ANALYZER,is my vitmin d ok,Typo
BLOOD_REPORT_ANALYZER,hemo glbion a1c reslts,Typo
BLOOD_REPORT_ANALYZER,bood report attched,Typo
BLOOD_REPORT_ANALYZER,explin my livr enzymes,Typo
BLOOD_REPORT_ANALYZER,read this blood report from a vampire,Halloween troll
BLOOD_REPORT_ANALYZER,analyze the blood of my enemies is it weak,Edgy troll
BLOOD_REPORT_ANALYZER,is my blood made of pasta according to these labs,Italian troll
BLOOD_REPORT_ANALYZER,what is my midichlorian count on this cbc,Sci fi troll
BLOOD_REPORT_ANALYZER,does this blood test prove i have royal blood,Ego troll
BLOOD_REPORT_ANALYZER,analyze this test and tell me if i am part alien,Paranormal troll
BLOOD_REPORT_ANALYZER,my blood type is coffee read the report,Caffeine troll
BLOOD_REPORT_ANALYZER,does this panel show that i am immune to bad vibes,Gen Z troll
BLOOD_REPORT_ANALYZER,read this report and tell me how much longer i have to work,Corporate troll
BLOOD_REPORT_ANALYZER,is my blood mostly microplastics at this point,Doomer troll
BLOOD_REPORT_ANALYZER,analyze blood.,Short
BLOOD_REPORT_ANALYZER,read cbc.,Short command
BLOOD_REPORT_ANALYZER,lipid test.,Short
BLOOD_REPORT_ANALYZER,thyroid check.,Short
BLOOD_REPORT_ANALYZER,is a1c bad.,Short query
BLOOD_REPORT_ANALYZER,i just uploaded a 5 page pdf of my bloodwork from last tuesday and i need you to tell me why my ferritin is low even though i eat spinach literally every single day,Long specific
BLOOD_REPORT_ANALYZER,my doctor handed me this piece of paper and said my liver enzymes are elevated but didn't explain what that means and now i am spiraling into a panic attack please explain it,Long anxious
BLOOD_REPORT_ANALYZER,i have been doing the keto diet for six months and i finally got my cholesterol checked and i am terrified to look at the results can you analyze it gently and tell me if i ruined my heart,Long emotional
BLOOD_REPORT_ANALYZER,okay so there is a red flag next to my mean corpuscular volume mcv and i googled it and now i think i have a rare disease can you look at the whole cbc and calm me down,Long hypochondriac
BLOOD_REPORT_ANALYZER,i dont trust my doctor because he was rushing so i uploaded my comprehensive metabolic panel here i want a second opinion on my kidney function right now,Long skeptical
BLOOD_REPORT_ANALYZER,i dont understand these stupid lab results just tell me if im dying,Angry dramatic
BLOOD_REPORT_ANALYZER,why is my hdl always low ugh fix it,Frustrated command
BLOOD_REPORT_ANALYZER,stop using big medical words and just tell me if my blood is okay,Angry defensive
BLOOD_REPORT_ANALYZER,this report makes no sense analyze it better,Angry impatient
BLOOD_REPORT_ANALYZER,i hate getting blood drawn just read the dumb results,Frustrated lazy
BLOOD_REPORT_ANALYZER,🩸📄 analyze pls,Emoji based
BLOOD_REPORT_ANALYZER,🩺📉 cholesterol check,Emoji based
BLOOD_REPORT_ANALYZER,💉🔬 read this,Emoji based
BLOOD_REPORT_ANALYZER,analyze my comprehensive metabolic panel specifically the ast and alt ratio,Highly specific medical
BLOOD_REPORT_ANALYZER,what does an egfr of 85 signify on this renal panel,Granular clinical
BLOOD_REPORT_ANALYZER,is my t3 free to reverse t3 ratio optimal,Endocrinology specific
BLOOD_REPORT_ANALYZER,read my hs-crp levels for systemic inflammation,Cardiology specific
BLOOD_REPORT_ANALYZER,analyze the absolute eosinophil count on my differential,Hematology specific
BLOOD_REPORT_ANALYZER,what is the clinical significance of a slightly elevated rdw,Technical query
BLOOD_REPORT_ANALYZER,evaluate my fasting insulin relative to my fasting glucose,Metabolic specific
BLOOD_REPORT_ANALYZER,does this lipid panel show dense or fluffy ldl particles,Advanced lipid query
BLOOD_REPORT_ANALYZER,analyze my homocysteine and mthfr related markers,Genetics adjacent
BLOOD_REPORT_ANALYZER,what does a low anion gap mean on my chem 7,Electrolyte specific
BLOOD_REPORT_ANALYZER,read my total iron binding capacity tibc and saturation,Anemia specific
BLOOD_REPORT_ANALYZER,analyze my shbg and free testosterone levels,Hormone specific
BLOOD_REPORT_ANALYZER,what does a mildly elevated bilirubin indicate here,Liver specific
BLOOD_REPORT_ANALYZER,evaluate my apolipoprotein b to apolipoprotein a1 ratio,Advanced cardiac
BLOOD_REPORT_ANALYZER,check the platelet count and mpv for abnormalities,Clotting specific
BLOOD_REPORT_ANALYZER,does this blood test show i am a good person,Moral troll
BLOOD_REPORT_ANALYZER,analyze my blood for traces of pure genius,Ego troll
BLOOD_REPORT_ANALYZER,read my labs and tell me what my superpower is,Comic troll
BLOOD_REPORT_ANALYZER,is my blood toxic enough to poison a mosquito,Self deprecating troll
BLOOD_REPORT_ANALYZER,does this report mean i can skip leg day,Fitness troll
BLOOD_REPORT_ANALYZER,analyze my blood to see if i am 1% pizza,Dietary troll
BLOOD_REPORT_ANALYZER,read my results and predict my future,Fortune teller troll
BLOOD_REPORT_ANALYZER,what does my blood say about my taste in music,Absurd troll
BLOOD_REPORT_ANALYZER,is my blood too rich for my own good,Pun troll
BLOOD_REPORT_ANALYZER,analyze my labs to see if i am compatible with my cat,Weird troll
BLOOD_REPORT_ANALYZER,does this cbc confirm that i am built different,Meme troll
BLOOD_REPORT_ANALYZER,read my lipid panel is my cholesterol made of diamonds,Bling troll
BLOOD_REPORT_ANALYZER,analyze my blood to find my lost motivation,Depressed troll
BLOOD_REPORT_ANALYZER,does my blood type match my aura,Spiritual troll
